source	target	weigh	bootscore	confidence
m__hmdb00764	ruminococcus_lactaris	-0.009839542	0.19	0.001869513
prevotella_copri	phosphoenolpyruvate carboxykinase atp	0.003725029	0.5	0.001862514
m__hmdb00030	lachnospiraceae_bacterium_1_1_57faa	0.001858788	1	0.001858788
cytochrome-c oxidase	m__hmdb00251	0.001857551	1	0.001857551
m__hmdb01257	escherichia_coli	0.001815199	0.99	0.001797047
m__hmdb00174	holdemania_filiformis	0.004552925	0.39	0.001775641
shikimate kinase	m__hmdb00482	0.002071845	0.85	0.001761068
roseburia_hominis	3-hydroxybutyryl-coa dehydrogenase	0.008772829	0.2	0.001754566
hgr__krt8	peptostreptococcaceae_noname_unclassified	-0.001750739	1	0.001750739
phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	m__hmdb00043	0.00175	1	0.00175
dephospho-coa kinase	m__hmdb00097	-0.002958442	0.59	0.001745481
bacteroides_faecis	methionyl aminopeptidase	-0.011547381	0.15	0.001732107
hgi__anpep	eubacterium_hallii	-0.00212614	0.81	0.001722174
enoyl-coa hydratase	m__hmdb00296	0.001996652	0.86	0.001717121
roseburia_intestinalis	dihydrolipoyl dehydrogenase	-0.003269754	0.52	0.001700272
hgi__apob	clostridium_hathewayi	0.002535264	0.67	0.001698627
hgi__apob	coprobacillus_unclassified	0.001979524	0.85	0.001682596
peptidylprolyl isomerase	m__hmdb00036	-0.005392075	0.31	0.001671543
hgi__defa5	bacteroides_cellulosilyticus	0.003787492	0.44	0.001666496
formate-c-acetyltransferase-activating enzyme	m__hmdb00174	-0.001679348	0.99	0.001662555
aspartate ammonia-lyase	m__hmdb00039	-0.003015062	0.55	0.001658284
bacteroides_fragilis	shikimate kinase	0.003945454	0.42	0.001657091
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00067	0.002011835	0.82	0.001649705
m__hmdb00806	alistipes_putredinis	0.007661408	0.21	0.001608896
hgi__apob	veillonella_unclassified	0.002631519	0.61	0.001605226
hgr__fabp1	oscillibacter_unclassified	0.001858351	0.86	0.001598181
escherichia_unclassified	aldose 1-epimerase	0.007258998	0.22	0.001596979
pyridoxal 5-phosphate synthase glutamine hydrolyzing	m__hmdb00174	0.002603973	0.6	0.001562384
m__hmdb00128	lachnospiraceae_bacterium_8_1_57faa	-0.002479124	0.63	0.001561848
m__hmdb01991	eubacterium_ventriosum	0.001715772	0.91	0.001561352
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00030	0.007426049	0.21	0.00155947
ruminococcus_callidus	aldose 1-epimerase	0.015585703	0.1	0.00155857
phosphoenolpyruvate carboxykinase atp	m__hmdb00365	0.002193792	0.71	0.001557592
hgr__igj	alistipes_onderdonkii	0.002089344	0.74	0.001546114
shikimate kinase	m__hmdb00482	0.001679005	0.92	0.001544685
preq1 synthase	m__hmdb00195	0.001544234	1	0.001544234
hgi__clca1	clostridium_leptum	-0.001614063	0.95	0.00153336
pyruvate carboxylase	m__hmdb00956	-0.00327932	0.46	0.001508487
dorea_formicigenerans	glutamate dehydrogenase	-0.007938512	0.19	0.001508317
l-lactate dehydrogenase	m__hmdb00098	0.001504388	1	0.001504388
formate-c-acetyltransferase-activating enzyme	m__hmdb00128	0.003254967	0.46	0.001497285
hgr__rpl3	bacteroides_fragilis	-0.002982395	0.5	0.001491197
hgi__apob	veillonella_unclassified	0.002569445	0.58	0.001490278
roseburia_intestinalis	2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	-0.002376512	0.62	0.001473438
m__hmdb11718	ruminococcus_obeum	-0.005870836	0.25	0.001467709
eubacterium_siraeum	3-hydroxyacyl-coa dehydrogenase	0.005346964	0.27	0.00144368
hgi__igj	sutterella_wadsworthensis	0.005700328	0.25	0.001425082
prevotella_copri	nadh dehydrogenase quinone	0.00237145	0.6	0.00142287
peroxiredoxin	m__hmdb00014	0.003610976	0.39	0.001408281
eubacterium_siraeum	glycerol kinase	0.005180288	0.27	0.001398678
roseburia_unclassified	dna-directed rna polymerase	0.009951487	0.14	0.001393208
klebsiella_pneumoniae	l-serine ammonia-lyase	-0.001989056	0.7	0.001392339
hgr__igj	akkermansia_muciniphila	0.003470548	0.4	0.001388219
m__hmdb00448	mitsuokella_unclassified	0.001461466	0.94	0.001373778
phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	m__hmdb00043	0.001594518	0.86	0.001371286
rna helicase	m__hmdb02322	-0.006834619	0.2	0.001366924
hgr__igj	parabacteroides_distasonis	0.003501305	0.39	0.001365509
hgi__olfm4	faecalibacterium_prausnitzii	0.00647823	0.21	0.001360428
hgr__krt8	escherichia_unclassified	0.001373166	0.99	0.001359435
m__hmdb00139	dorea_unclassified	0.009056067	0.15	0.00135841
pyridoxine 5-phosphate synthase	m__hmdb00870	-0.002407201	0.56	0.001348033
hgr__atp1a1	eubacterium_rectale	-0.001387346	0.97	0.001345726
m__hmdb00014	lachnospiraceae_bacterium_5_1_63faa	-0.001524147	0.88	0.00134125
glutamate dehydrogenase nadp+	m__hmdb00239	0.012146528	0.11	0.001336118
m__hmdb00870	ruminococcaceae_bacterium_d16	0.004124743	0.32	0.001319918
clostridium_clostridioforme	dna helicase	0.00753761	0.17	0.001281394
m__hmdb00452	ruminococcus_bromii	-0.007985763	0.16	0.001277722
m__hmdb03464	holdemania_filiformis	0.006654905	0.19	0.001264432
5-formyltetrahydrofolate cyclo-ligase	m__hmdb00764	0.001273993	0.99	0.001261253
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00239	-0.006477688	0.19	0.001230761
dna-directed rna polymerase	m__hmdb00269	-0.003224198	0.38	0.001225195
orotidine-5-phosphate decarboxylase	m__hmdb00482	-0.003638509	0.33	0.001200708
endopeptidase clp	m__hmdb00365	-0.003530101	0.34	0.001200234
hgi__hla-dra	streptococcus_parasanguinis	0.00385143	0.31	0.001193943
endopeptidase clp	m__hmdb04193	-0.001310434	0.91	0.001192495
methylaspartate mutase	m__hmdb00247	-0.001735622	0.68	0.001180223
hgi__apob	clostridium_bolteae	0.001899964	0.62	0.001177978
glycerate 3-kinase	m__hmdb00448	-0.001198319	0.98	0.001174353
m__hmdb00039	anaerotruncus_unclassified	-0.00137718	0.85	0.001170603
hgi__b2m	streptococcus_salivarius	0.001150655	1	0.001150655
hgi__apob	flavonifractor_plautii	-0.001170568	0.97	0.001135451
faecalibacterium_prausnitzii	dihydrolipoyl dehydrogenase	0.001923106	0.59	0.001134632
m__hmdb00239	parabacteroides_distasonis	-0.002510641	0.45	0.001129788
pyridoxine 5-phosphate synthase	m__hmdb00101	0.002731926	0.41	0.001120089
m__hmdb00194	lachnospiraceae_bacterium_3_1_46faa	0.009243736	0.12	0.001109248
collinsella_aerofaciens	beta-ketoacyl-acyl-carrier-protein synthase ii	-0.01108841	0.1	0.001108841
pyridoxine 5-phosphate synthase	m__hmdb00138	-0.005710271	0.19	0.001084951
m__hmdb00067	anaerotruncus_unclassified	0.002338462	0.46	0.001075692
eubacterium_ramulus	dna helicase	-0.007074804	0.15	0.001061221
3-hydroxyacyl-coa dehydrogenase	m__hmdb00020	-0.001133981	0.92	0.001043263
rna helicase	rna helicase	0.001036204	1	0.001036204
l-lactate dehydrogenase	m__hmdb01232	0.001034901	1	0.001034901
hgi__b2m	streptococcus_salivarius	0.001043023	0.99	0.001032593
phosphoenolpyruvate carboxykinase atp	m__hmdb00365	0.00244573	0.42	0.001027206
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb02329	0.008541871	0.12	0.001025025
m__hmdb00619	coprococcus_comes	0.001348212	0.76	0.001024641
m__hmdb00030	clostridium_clostridioforme	0.003926012	0.26	0.001020763
fe3+-transporting atpase	m__hmdb01547	-0.00133619	0.76	0.001015504
phosphoenolpyruvate carboxykinase atp	m__hmdb00222	-0.001126552	0.9	0.001013897
roseburia_inulinivorans	phosphoenolpyruvate carboxykinase atp	-0.003121597	0.32	0.000998911
m__hmdb00244	clostridium_bartlettii	0.008271433	0.12	0.000992572
m__hmdb01257	escherichia_unclassified	0.001002571	0.97	0.000972494
2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	m__hmdb00094	-0.000957375	1	0.000957375
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00296	0.001381427	0.69	0.000953185
m__hmdb00030	eubacterium_hallii	0.001312069	0.72	0.00094469
hgi__apob	roseburia_intestinalis	0.001083559	0.86	0.00093186
m__hmdb04193	ruminococcus_lactaris	-0.007117276	0.13	0.000925246
veillonella_dispar	l-lactate dehydrogenase	0.004117688	0.22	0.000905891
bacteroides_eggerthii	adenosylmethionine-8-amino-7-oxononanoate transaminase	-0.001967388	0.46	0.000904999
m__hmdb02322	parabacteroides_merdae	0.001286119	0.7	0.000900283
enoyl-coa hydratase	m__hmdb00296	0.001302131	0.67	0.000872428
hgi__apob	roseburia_intestinalis	0.001565614	0.55	0.000861088
dialister_invisus	dna helicase	-0.001012524	0.85	0.000860645
hgi__apob	bacteroides_cellulosilyticus	0.001452149	0.59	0.000856768
bacteroides_ovatus	glycerate 3-kinase	0.003890752	0.22	0.000855965
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00562	0.003259953	0.26	0.000847588
hgr__atp1a1	odoribacter_splanchnicus	0.001032078	0.82	0.000846304
dihydroorotate dehydrogenase quinone	m__hmdb00289	-0.007658014	0.11	0.000842382
shikimate kinase	m__hmdb00511	0.000839244	1	0.000839244
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00244	-0.000836922	1	0.000836922
bacteroides_faecis	superoxide dismutase	0.004377683	0.19	0.00083176
protein-npi-phosphohistidine-sugar phosphotransferase	m__hmdb00269	-0.003435573	0.24	0.000824537
m__hmdb00039	bacteroides_uniformis	-0.006323043	0.13	0.000821996
m__hmdb02322	bifidobacterium_longum	0.001481331	0.55	0.000814732
m__hmdb02329	ruminococcus_lactaris	-0.001214933	0.67	0.000814005
hgi__anpep	bacteroides_eggerthii	0.006249111	0.13	0.000812384
hgr__b2m	clostridium_leptum	0.000809832	1	0.000809832
bacterial non-heme ferritin	m__hmdb01991	0.006207721	0.13	0.000807004
m__hmdb00174	eubacterium_hallii	0.007306973	0.11	0.000803767
l-lactate dehydrogenase	m__hmdb00630	0.000880379	0.91	0.000801145
barnesiella_intestinihominis	aldose 1-epimerase	0.003166541	0.25	0.000791635
alistipes_onderdonkii	5-formyltetrahydrofolate cyclo-ligase	-0.005579898	0.14	0.000781186
m__hmdb00239	clostridium_symbiosum	-0.001343143	0.58	0.000779023
hgr__fth1	streptococcus_parasanguinis	-0.002869863	0.27	0.000774863
m__hmdb00156	clostridiaceae_bacterium_jc118	0.005148231	0.15	0.000772235
hgi__anpep	coprococcus_catus	-0.000786508	0.97	0.000762913
dna helicase	m__hmdb00067	0.000835569	0.9	0.000752012
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00195	-0.000757082	0.99	0.000749511
phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	m__hmdb01257	-0.00677095	0.11	0.000744805
roseburia_inulinivorans	shikimate kinase	0.004047987	0.18	0.000728638
enoyl-coa hydratase	m__hmdb00030	-0.005195949	0.14	0.000727433
peptidylprolyl isomerase	m__hmdb00956	0.001170844	0.62	0.000725923
hgr__atp1a1	alistipes_onderdonkii	0.000954124	0.76	0.000725134
phosphogluconate dehydrogenase nadp+-dependent decarboxylating	m__hmdb00247	0.001271307	0.57	0.000724645
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb00118	0.000729612	0.99	0.000722316
m__hmdb01991	faecalibacterium_prausnitzii	0.003782799	0.19	0.000718732
enoyl-coa hydratase	m__hmdb00510	-0.001119107	0.64	0.000716228
oscillibacter_unclassified	pyruvate carboxylase	0.007117842	0.1	0.000711784
bacteroides_fragilis	glutamate decarboxylase	-0.001265529	0.56	0.000708696
hgr__rpl3	escherichia_unclassified	-0.002354908	0.3	0.000706472
m__hmdb00448	parabacteroides_merdae	0.005878874	0.12	0.000705465
enoyl-coa hydratase	m__hmdb00262	-0.000865815	0.8	0.000692652
thymidylate synthase	m__hmdb10169	0.003144423	0.22	0.000691773
glutamate decarboxylase	m__hmdb00510	-0.001116907	0.61	0.000681313
m__hmdb03464	clostridium_bartlettii	-0.003994779	0.17	0.000679112
m__hmdb00239	clostridium_symbiosum	-0.001543158	0.44	0.000678989
m__hmdb00195	ruminococcus_obeum	-0.005632788	0.12	0.000675935
orotidine-5-phosphate decarboxylase	m__hmdb00174	0.001842911	0.36	0.000663448
m__hmdb01257	coprobacillus_unclassified	0.000697441	0.95	0.000662568
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00094	0.000675493	0.98	0.000661983
shikimate kinase	m__hmdb00511	0.000659296	1	0.000659296
aspartate ammonia-lyase	m__hmdb00247	0.001934126	0.34	0.000657603
m__hmdb00510	ruminococcus_callidus	0.003614778	0.18	0.00065066
m__hmdb00247	ruminococcus_lactaris	-0.003098109	0.21	0.000650603
m__hmdb00194	holdemania_unclassified	0.001547993	0.42	0.000650157
m__hmdb01257	ruminococcus_torques	0.001164725	0.55	0.000640598
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb00089	0.001095485	0.58	0.000635381
preq1 synthase	m__hmdb00195	0.000697445	0.91	0.000634675
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00039	-0.001606059	0.39	0.000626363
m__hmdb00174	anaerostipes_hadrus	-0.003647488	0.17	0.000620073
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00195	-0.000680132	0.9	0.000612119
m__hmdb02329	lachnospiraceae_bacterium_1_1_57faa	-0.000628027	0.97	0.000609186
m__hmdb00101	haemophilus_parainfluenzae	0.000650405	0.93	0.000604877
pyridoxal 5-phosphate synthase glutamine hydrolyzing	m__hmdb00262	0.001183102	0.5	0.000591551
methylaspartate mutase	m__hmdb00630	-0.000614814	0.95	0.000584073
hgi__defa5	clostridium_asparagiforme	0.000579522	1	0.000579522
glycerol kinase	m__hmdb00101	0.002189829	0.26	0.000569356
glutamate dehydrogenase nadp+	m__hmdb00870	0.002102006	0.27	0.000567542
roseburia_intestinalis	3-hydroxybutyryl-coa dehydrogenase	0.002358791	0.24	0.00056611
m__hmdb00138	clostridium_citroniae	0.000571462	0.99	0.000565747
hgr__actg1	bacteroides_xylanisolvens	-0.001376833	0.41	0.000564501
enoyl-coa hydratase	m__hmdb00870	0.000981221	0.57	0.000559296
dihydroorotate dehydrogenase quinone	m__hmdb00715	0.000735787	0.76	0.000559198
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00452	-0.000558159	1	0.000558159
glycerol kinase	m__hmdb00067	0.001387418	0.4	0.000554967
bifidobacterium_adolescentis	serine o-acetyltransferase	-0.003886055	0.14	0.000544048
phosphoenolpyruvate carboxykinase atp	m__hmdb00870	0.000638523	0.85	0.000542745
hgr__igj	flavonifractor_plautii	-0.000709851	0.76	0.000539486
lachnospiraceae_bacterium_3_1_57faa_ct1	glutamate dehydrogenase	0.005360545	0.1	0.000536054
methylaspartate mutase	m__hmdb00098	-0.000675691	0.79	0.000533796
glycerate 3-kinase	m__hmdb00482	0.001563657	0.34	0.000531643
phosphatidate cytidylyltransferase	m__hmdb02123	-0.00058128	0.91	0.000528965
barnesiella_intestinihominis	phosphoenolpyruvate carboxykinase atp	0.003230896	0.16	0.000516943
dna-directed rna polymerase	m__hmdb00296	-0.000715416	0.72	0.0005151
bacterial non-heme ferritin	m__hmdb00222	-0.000536896	0.94	0.000504683
m__hmdb00269	pseudomonas_unclassified	0.000555867	0.9	0.00050028
m__hmdb00138	bilophila_wadsworthia	-0.000865635	0.57	0.000493412
m__hmdb00089	streptococcus_parasanguinis	0.00351078	0.14	0.000491509
prevotella_copri	beta-ketoacyl-acyl-carrier-protein synthase ii	0.001136216	0.43	0.000488573
phosphoenolpyruvate carboxykinase atp	m__hmdb00067	-0.000614814	0.79	0.000485703
nadh dehydrogenase quinone	m__hmdb00699	0.000485605	1	0.000485605
bacteroides_stercoris	glutamate dehydrogenase nadp+	0.001615555	0.3	0.000484666
parabacteroides_merdae	dephospho-coa kinase	-0.002000633	0.24	0.000480152
m__hmdb00118	ruminococcus_bromii	-0.003176181	0.15	0.000476427
enoyl-coa hydratase	m__hmdb02123	-0.000537523	0.88	0.00047302
m__hmdb00510	bacteroides_vulgatus	-0.002487341	0.19	0.000472595
bacterial non-heme ferritin	m__hmdb00036	-0.001809232	0.26	0.0004704
16s rrna cytosine1402-n4-methyltransferase	m__hmdb00030	0.002739365	0.17	0.000465692
m__hmdb00089	holdemania_filiformis	-0.000587408	0.78	0.000458178
m__hmdb02329	anaerotruncus_colihominis	0.000460636	0.97	0.000446817
hgi__apob	ruminococcus_torques	0.001639675	0.27	0.000442712
hgr__atp1a1	eubacterium_rectale	-0.000912887	0.48	0.000438186
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00128	-0.001980889	0.22	0.000435796
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb04193	0.001435647	0.3	0.000430694
hgr__actg1	bacteroides_fragilis	-0.001780249	0.24	0.00042726
histidine kinase	m__hmdb00244	0.000425236	1	0.000425236
pyridoxal 5-phosphate synthase glutamine hydrolyzing	m__hmdb00511	0.000753899	0.56	0.000422184
clostridium_leptum	;  q06996: l_sendf    ;  o55528: l_sendo	0.000484608	0.87	0.000421609
m__hmdb00128	bacteroides_caccae	0.003197395	0.13	0.000415661
endopeptidase clp	m__hmdb04193	-0.000676821	0.61	0.000412861
roseburia_intestinalis	3-hydroxyacyl-coa dehydrogenase	0.001866532	0.22	0.000410637
glucose-1-phosphate adenylyltransferase	m__hmdb00020	0.000566005	0.72	0.000407523
rna helicase	m__hmdb00619	-0.001831299	0.22	0.000402886
m__hmdb00452	holdemania_unclassified	-0.0028588	0.14	0.000400232
m__hmdb00262	eggerthella_unclassified	0.001979387	0.2	0.000395877
aspartate ammonia-lyase	m__hmdb03464	0.000492109	0.8	0.000393687
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00699	0.000422957	0.93	0.00039335
hgi__b2m	streptococcus_parasanguinis	0.003887523	0.1	0.000388752
glycerol kinase	m__hmdb00067	0.00124306	0.31	0.000385349
hgi__anpep	lachnospiraceae_bacterium_5_1_63faa	-0.000384951	1	0.000384951
hgr__igha1	bacteroides_thetaiotaomicron	-0.000850303	0.45	0.000382636
akkermansia_muciniphila	formate-c-acetyltransferase-activating enzyme	0.000551531	0.69	0.000380556
hgi__cd74	bilophila_unclassified	-0.000382057	0.99	0.000378237
bacteroides_eggerthii	rna helicase	0.000381954	0.98	0.000374315
hgi__defa5	clostridiaceae_bacterium_jc118	0.000373456	1	0.000373456
m__hmdb00251	clostridium_asparagiforme	0.001769989	0.21	0.000371698
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb00764	0.00103215	0.36	0.000371574
dna-directed rna polymerase	m__hmdb00098	-0.000378499	0.97	0.000367144
m__hmdb01257	escherichia_unclassified	0.001223486	0.3	0.000367046
cytochrome-c oxidase	m__hmdb00699	-0.000376797	0.97	0.000365493
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00094	0.000364476	1	0.000364476
phosphoenolpyruvate carboxykinase atp	m__hmdb00128	-0.00113757	0.32	0.000364022
m__hmdb00036	ruminococcaceae_bacterium_d16	0.000645245	0.56	0.000361337
5-formyltetrahydrofolate cyclo-ligase	m__hmdb01232	-0.000405513	0.89	0.000360906
hgi__hla-dra	pseudomonas_unclassified	-0.000360391	1	0.000360391
m__hmdb00239	parabacteroides_distasonis	-0.001860429	0.19	0.000353482
shikimate kinase	m__hmdb11718	0.000548534	0.64	0.000351062
glucose-1-phosphate adenylyltransferase	m__hmdb00020	0.000480408	0.73	0.000350698
endopeptidase clp	m__hmdb00194	-0.00045239	0.76	0.000343817
hgi__olfm4	eubacterium_rectale	0.00074356	0.46	0.000342037
m__hmdb00715	clostridium_citroniae	0.001051271	0.32	0.000336407
bacterial non-heme ferritin	m__hmdb00174	0.000339809	0.98	0.000333013
hgi__apob	oscillibacter_unclassified	-0.001060144	0.31	0.000328645
ubiquinol oxidase electrogenic: non h+-transporting	m__hmdb03464	0.000934517	0.35	0.000327081
shikimate kinase	m__hmdb00956	-0.001165401	0.28	0.000326312
glycerate 3-kinase	m__hmdb00448	-0.000592609	0.55	0.000325935
hgi__sepp1	roseburia_inulinivorans	-0.000464186	0.7	0.00032493
bacterial non-heme ferritin	m__hmdb00056	0.001701733	0.19	0.000323329
roseburia_inulinivorans	3-hydroxyacyl-acyl-carrier-protein dehydratase	-0.001845315	0.17	0.000313703
3-hydroxyacyl-acyl-carrier-protein dehydratase	m__hmdb02329	-0.001544483	0.2	0.000308897
aspartate ammonia-lyase	m__hmdb01232	-0.000315151	0.97	0.000305696
l-lactate dehydrogenase	m__hmdb00014	0.002773092	0.11	0.00030504
klebsiella_pneumoniae	cytochrome-c oxidase	-0.001517625	0.2	0.000303525
m__hmdb02322	parabacteroides_merdae	0.000302794	1	0.000302794
m__hmdb01257	veillonella_dispar	0.000403379	0.74	0.0002985
methionyl aminopeptidase	m__hmdb04193	0.000367386	0.81	0.000297582
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00194	-0.000310111	0.95	0.000294605
m__hmdb00511	lachnospiraceae_bacterium_7_1_58faa	0.002919371	0.1	0.000291937
hgr__b2m	lachnospiraceae_bacterium_7_1_58faa	0.000284464	1	0.000284464
bacteroides_caccae	superoxide dismutase	0.001575094	0.18	0.000283517
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00873	-0.000448666	0.63	0.00028266
pyridoxine 5-phosphate synthase	m__hmdb00247	-0.000739543	0.38	0.000281026
m__hmdb00619	bacteroides_faecis	-0.001120699	0.25	0.000280175
hgi__cd74	bacteroides_massiliensis	-0.000369811	0.75	0.000277358
l-lactate dehydrogenase	m__hmdb00139	0.000378008	0.73	0.000275946
m__hmdb02322	dorea_longicatena	-0.000377113	0.73	0.000275292
m__hmdb00014	alistipes_shahii	0.002711465	0.1	0.000271147
hgr__fabp1	eubacterium_eligens	0.000575133	0.47	0.000270312
m__hmdb01991	collinsella_aerofaciens	0.000414152	0.65	0.000269198
m__hmdb00039	oscillibacter_unclassified	-0.002419767	0.11	0.000266174
glucose-1-phosphate adenylyltransferase	m__hmdb11718	0.000492871	0.54	0.00026615
m__hmdb00956	clostridium_citroniae	-0.000353606	0.75	0.000265204
collinsella_aerofaciens	thymidylate synthase	-0.001762206	0.15	0.000264331
shikimate kinase	m__hmdb00448	0.000360389	0.73	0.000263084
fructose-bisphosphate aldolase	m__hmdb00138	0.002009721	0.13	0.000261264
pyruvate carboxylase	m__hmdb11718	-0.000542134	0.48	0.000260225
akkermansia_muciniphila	glutamate dehydrogenase	0.000507564	0.5	0.000253782
faecalibacterium_prausnitzii	phosphoglycerate kinase	0.001014992	0.25	0.000253748
hgr__tpt1	bacteroides_xylanisolvens	-0.000933943	0.27	0.000252165
triose-phosphate isomerase	m__hmdb00056	0.002520884	0.1	0.000252088
roseburia_inulinivorans	fructose-bisphosphate aldolase	-0.001676853	0.15	0.000251528
hydroxylamine reductase	m__hmdb01895	-0.000343273	0.73	0.000250589
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb00118	0.000319444	0.78	0.000249166
glutamate dehydrogenase nadp+	m__hmdb00094	0.000294637	0.84	0.000247495
m__hmdb00194	mitsuokella_unclassified	0.000511065	0.48	0.000245311
hgi__ftl	barnesiella_intestinihominis	-0.000613114	0.4	0.000245246
m__hmdb00626	akkermansia_muciniphila	-0.001749513	0.14	0.000244932
fructose-bisphosphate aldolase	m__hmdb00097	-0.000935381	0.26	0.000243199
transaldolase	m__hmdb00873	-0.000341651	0.71	0.000242572
phosphogluconate dehydrogenase nadp+-dependent decarboxylating	m__hmdb00764	-0.000378006	0.64	0.000241924
s-ribosylhomocysteine lyase	m__hmdb10169	0.001726175	0.14	0.000241665
parabacteroides_unclassified	pyridoxine 5-phosphate synthase	0.001702034	0.14	0.000238285
m__hmdb00239	clostridium_hathewayi	0.001130265	0.21	0.000237356
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00209	-0.000256893	0.91	0.000233773
dihydrolipoyl dehydrogenase	m__hmdb00118	-0.000258315	0.9	0.000232484
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00619	-0.002323889	0.1	0.000232389
hgr__krt8	lachnospiraceae_bacterium_8_1_57faa	-0.000231436	1	0.000231436
5-formyltetrahydrofolate cyclo-ligase	m__hmdb00209	0.000252695	0.91	0.000229952
ribulose-bisphosphate carboxylase	m__hmdb00098	-0.000672653	0.34	0.000228702
m__hmdb00873	lachnospiraceae_bacterium_3_1_57faa_ct1	-0.000689301	0.33	0.000227469
3-methyl-2-oxobutanoate hydroxymethyltransferase	m__hmdb03464	0.000324274	0.7	0.000226992
dihydrolipoyl dehydrogenase	m__hmdb00139	-0.000310157	0.72	0.000223313
hgr__tmsb4x	bacteroides_fragilis	-0.000994029	0.22	0.000218686
m__hmdb01991	eubacterium_ventriosum	0.000218452	1	0.000218452
hgr__actg1	prevotella_copri	0.000565575	0.38	0.000214919
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb11718	-0.000466557	0.46	0.000214616
hgi__apob	eubacterium_ramulus	0.000259679	0.82	0.000212937
m__hmdb00043	eubacterium_ramulus	-0.001419295	0.15	0.000212894
shikimate kinase	m__hmdb00873	0.000287421	0.74	0.000212691
dna-directed rna polymerase	m__hmdb00448	-0.000330898	0.64	0.000211775
hgr__igj	clostridium_bolteae	0.000913968	0.23	0.000210213
m__hmdb00036	bilophila_wadsworthia	-0.000485603	0.43	0.000208809
faecalibacterium_prausnitzii	2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	-0.000766119	0.27	0.000206852
m__hmdb00251	clostridiaceae_bacterium_jc118	-0.001086322	0.19	0.000206401
dna-directed rna polymerase	m__hmdb00510	-0.000523868	0.39	0.000204309
beta-lactamase	m__hmdb00097	-0.00081643	0.25	0.000204108
m__hmdb00262	ruminococcus_bromii	0.001695889	0.12	0.000203507
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00039	0.001014998	0.2	0.000203
klebsiella_pneumoniae	protein-npi-phosphohistidine-sugar phosphotransferase	-0.001265443	0.16	0.000202471
hgr__eef1a1	bacteroides_fragilis	-0.001980129	0.1	0.000198013
m__hmdb00194	anaerotruncus_unclassified	-0.001164112	0.17	0.000197899
m__hmdb00101	odoribacter_splanchnicus	0.000429819	0.46	0.000197717
uridine kinase	m__hmdb00174	-0.000318028	0.62	0.000197178
triose-phosphate isomerase	m__hmdb00138	0.00139461	0.14	0.000195245
m__hmdb00101	alistipes_shahii	0.000259691	0.75	0.000194768
hgr__eef1a1	oscillibacter_unclassified	-0.000693994	0.28	0.000194318
m__hmdb00269	ruminococcus_obeum	-0.000485817	0.39	0.000189469
m__hmdb00448	mitsuokella_unclassified	0.000778164	0.24	0.000186759
aspartate ammonia-lyase	m__hmdb00699	0.000239104	0.77	0.00018411
dna-directed rna polymerase	m__hmdb00036	0.00166509	0.11	0.00018316
roseburia_inulinivorans	l-serine ammonia-lyase	0.000590458	0.31	0.000183042
m__hmdb00269	eubacterium_hallii	-0.000952438	0.19	0.000180963
m__hmdb02329	holdemania_filiformis	0.0003899	0.46	0.000179354
glutamate dehydrogenase	m__hmdb00511	-0.000210067	0.85	0.000178557
hgr__igj	akkermansia_muciniphila	0.000177654	1	0.000177654
m__hmdb00067	clostridiales_bacterium_1_7_47faa	0.001267369	0.14	0.000177432
